index	label	sentence	POS	w_index	target	word_sense	definition	metaphor_flag	target_domain	tenor
ew1-fragment01 122	1	It was usual to extract some form of guarantee in exchange for party support but the secrecy prevented such undertakings from being enforced .	NOUN	4	extract	a passage selected from a larger work		1	physical removal	"obtain or acquire something, especially through effort or pressure"
ew1-fragment01 124	1	"\\""The later history of the Daily Express suggests not : when the Express became hostile in the 1920s , Younger raged \\""\\"" when I think of the large sum of money this office has put into that gutter print it makes my blood boil \\""\\"" .\\"""	NOUN	37	gutter	a channel along the eaves or on the roof; collects and carries away rainwater		1	gutter	"low-quality, disreputable, or morally degraded journalism"
ew1-fragment01 128	1	The coordination of competing party bodies was carried out with surprising ease .	NOUN	5	bodies	a group of persons associated by some common tie or occupation and regarded as an entity		1	physical bodies	organized political groups within a party
ew1-fragment01 132	1	The Liberal Unionists were admitted to the Carlton Club and a longstanding source of tension was eradicated .	NOUN	12	source	"the place where something begins, where it springs into being"		1	source	the origin or root cause of a conflict or disagreement
ew1-fragment01 132	1	The Liberal Unionists were admitted to the Carlton Club and a longstanding source of tension was eradicated .	NOUN	14	tension	feelings of hostility that are not manifest		1	disease	a persistent conflict or strained relationship within the political alliance
ew1-fragment01 133	1	This was in itself a striking commentary on what had already been done : Liberal Unionists who had resisted amalgamation under Balfour and Acland-Hood in 1911 acquiesced meekly under Law and Steel-Maitland in 1912 .	NOUN	6	commentary	a written explanation or criticism or illustration that is added to a book or other textual material		1	light	"an implicit critique or revealing observation about the inconsistency in Liberal Unionists' stance on amalgamation, highlighting their earlier resistance versus later acquiescence"
ew1-fragment01 144	1	"On the other hand , the independence of the Tariff Reform League was a positive advantage : after January 1913 the party supported the tariff policy but was not including them in its immediate programme , so that Central Office could continue to distribute tariff propaganda from the TRL without compromising party policy ."	NOUN	3	hand	one of two sides of an issue		1	hand	aspect or side of a situation or argument
ew1-fragment01 145	1	"In general , efforts to ensure better coordination were a matter of the patient building up of contacts , although the improved party morale and the greater efficiency of Central Office had removed their justification for existence ."	NOUN	14	building	the act of constructing something		1	construction	the gradual and sustained development of relationships or connections over time
fef-fragment03 626	1	IN this chapter we shall be concerned with phenomena in which the main role is played by the current of charged particles .	NOUN	13	role	what something is used for		1	theater	the function or importance of the current of charged particles in a physical process
fef-fragment03 630	1	"It is correct for most of the chapter with formula taken as a constant but breaks down for ferromagnetic materials , which will be discussed in Section 3.11 ."	NOUN	15	breaks	the occurrence of breaking		1		
fef-fragment03 631	1	All the other equations are all right but will not necessarily provide the simplest starting point for solving a given problem .	NOUN	15	point	a brief version of the essential meaning of something		1	location	initial stage or basis for solving a problem
fef-fragment03 669	1	"Experience with practical calculations helps , but even after years of work one usually remains this side of infallibility ."	NOUN	16	side	an aspect of something (as contrasted with some other implied aspect)		1	boundary	the limit beyond which one would be infallible; remaining fallible despite experience
